1287,603499.SH,翔港科技,上海翔港包装科技股份有限公司,上海,上海市,2017-10-16,2006-08-30,董建军,"21,613.89",867,公司主要从事彩盒、标签等相关包装印刷产品的研发、生产和销售,董建军,上海市浦东新区泥城镇翠波路299号,上海市浦东新区泥城镇翠波路299号,印刷和记录媒介复制业
1288,603922.SH,金鸿顺,苏州金鸿顺汽车部件股份有限公司,江苏,苏州市,2017-10-23,2003-09-23,刘栩,"12,800.00",645,汽车车身和底盘冲压零部件及其相关模具的开发、生产与销售,刘栩,江苏省张家港经济开发区长兴路30号,江苏省张家港经济开发区长兴路30号,汽车制造业
1289,603136.SH,天目湖,江苏天目湖旅游股份有限公司,江苏,常州市,2017-09-27,1992-09-15,李淑香,"18,629.43",1248,文旅项目策划与运营、营销策划、管理咨询等业务,溧阳市人民政府,溧阳市天目湖旅游度假区环湖西路1号,江苏省溧阳市天目湖旅游度假区环湖西路1号,公共设施管理业
1290,603367.SH,辰欣药业,辰欣药业股份有限公司,山东,济宁市,2017-09-29,1998-11-06,杜振新,"45,277.51",3402,药品的研发、生产与销售,杜振新,济宁高新区同济科技工业园,山东省济宁市高新区同济路16号,医药制造业
1291,603378.SH,亚士创能,亚士创能科技(上海)股份有限公司,上海,上海市,2017-09-28,2009-02-13,李金钟,"43,002.77",2843,功能型建筑涂料、建筑墙体保温装饰一体化材料、建筑节能保温材料、防水材料及其应用系统的研发、生产、销售及服务。,李金钟,上海市青浦工业区新涛路28号综合楼三层、四层,上海市青浦工业园区新涛路28号,化学原料和化学制品制造业
1292,601086.SH,国芳集团,甘肃国芳工贸(集团)股份有限公司,甘肃,兰州市,2017-09-29,1996-04-22,张辉,"66,600.00",868,"以百货为主,超市、电器为辅的连锁零售业务,目前为甘肃省内最大的连锁零售企业。","张国芳,张春芳",甘肃省兰州市城关区广场南路4-6号,甘肃省兰州市城关区广场南路4-6号,零售业
1293,603533.SH,掌阅科技,掌阅科技股份有限公司,北京,北京市,2017-09-21,2008-09-08,成湘均,"43,889.68",778,互联网数字阅读平台服务(包括数字阅读付费及商业化增值业务)、版权产品业务。,"张凌云,成湘均",北京市朝阳区永安东里8号1幢5层502内B21单元,北京市朝阳区四惠东四惠大厦二层2029E,互联网和相关服务
1294,603106.SH,恒银科技,恒银金融科技股份有限公司,天津,天津市,2017-09-20,2004-05-12,江浩然,"52,052.00",1826,金融自助设备及解决方案,江浩然,天津自贸试验区(空港经济区)西八道30号,天津自贸试验区(空港经济区)西八道30号,计算机、通信和其他电子设备制造业
1295,603055.SH,台华新材,浙江台华新材料股份有限公司,浙江,嘉兴市,2017-09-21,2001-02-21,施清岛,"89,046.66",5758,"专注于尼龙6、尼龙66及尼龙环保再生系列产品及其他化纤产品的研发和生产,能够为全球客户定制、开发环保健康、户外运动、特种防护等多系列高档功能性面料","施清岛,施秀幼",浙江省嘉兴市秀洲区王店镇工业园区,浙江省嘉兴市秀洲区王店镇梅北路113号,纺织业
1296,603963.SH,*ST大药,大理药业股份有限公司,云南,大理白族自治州,2017-09-22,2004-03-22,杨君祥,"21,970.00",272,中西药注射剂的生产与销售,"杨君祥,杨清龙,尹翠仙",云南省大理市下关环城西路118号,云南省大理市下关环城西路118号,医药制造业
1297,603363.SH,傲农生物,福建傲农生物科技集团股份有限公司,福建,漳州市,2017-09-26,2011-04-26,吴有林,"87,027.47",8759,饲料、生猪养殖、屠宰及食品、原料贸易等核心产业,吴有林,福建省漳州市芗城区金峰经济开发区兴亭路与宝莲路交叉处,福建省漳州市芗城区石亭镇兴亭路与宝莲路交叉处,农副食品加工业
1298,603396.SH,金辰股份,营口金辰机械股份有限公司,辽宁,营口市,2017-10-18,2004-08-30,李义升,"13,859.31",2006,"公司专业从事高端智能装备的研发、设计、制造和销售,凭借自身在真空镀膜、自动化集成、图像识别与视觉检测、工业软件、数据管理等方面掌握的核心技术,面向光伏高效电池及高效组件制造、智慧港口等领域提供行业智能制造解决方案。","李义升,杨延",辽宁省营口市西市区新港大街95号,江苏省苏州市吴中区淞苇路1688号B栋,专用设备制造业
1299,603683.SH,晶华新材,上海晶华胶粘新材料股份有限公司,上海,上海市,2017-10-20,2006-04-19,周晓南,"25,879.13",1276,工业胶粘材料、电子级胶粘材料、功能性薄膜材料的研发、生产和销售。,"周晓南,周晓东",上海市松江区永丰街道大江路89号,上海市松江区新桥镇千帆路237弄8号楼1702、1703和1704室,化学原料和化学制品制造业
1300,603829.SH,洛凯股份,江苏洛凯机电股份有限公司,江苏,常州市,2017-10-17,2010-09-30,谈行,"16,000.00",1791,从事以断路器、环网柜为代表的中低压配电设备及其关键部附件的研发、生产和销售,"陈明,臧文明,汤其敏,谈行,谈建平",常州市武进区洛阳镇永安里路101号,江苏省常州市武进区洛阳镇永安里路101号,电气机械和器材制造业
1301,603466.SH,风语筑,上海风语筑文化科技股份有限公司,上海,上海市,2017-10-20,2003-08-12,李晖,"59,477.79",1617,数字文化展示体验系统的策划、设计、实施和维护服务。,"李晖,辛浩鹰",上海市静安区江场三路191号,上海市静安区江场三路191号,文化艺术业
1302,601108.SH,财通证券,财通证券股份有限公司,浙江,杭州市,2017-10-24,2003-06-11,章启诚,"464,373.96",5026,财富管理业务、投资银行业务、证券资产管理业务、证券投资业务、证券信用业务、期货业务、境外证券业务、基金业务、私募股权投资基金业务和另类投资业务,浙江省财政厅,浙江省杭州市西湖区天目山路198号财通双冠大厦西楼,浙江省杭州市西湖区天目山路198号财通双冠大厦西楼,资本市场服务
1303,603607.SH,京华激光,浙江京华激光科技股份有限公司,浙江,绍兴市,2017-10-25,1992-10-08,孙建成,"17,851.68",636,"对原膜、原纸的深加工,通过对原膜进行涂布、模压、镀铝等工艺流程将所需要的信息层过渡至原膜表面。",孙建成,浙江省绍兴市城东经济技术开发区,浙江省绍兴市越城区中山路89号,造纸和纸制品业
1304,603722.SH,阿科力,无锡阿科力科技股份有限公司,江苏,无锡市,2017-10-25,1999-07-08,朱学军,"8,793.75",277,聚醚胺、光学级聚合物材料、高透光材料等化工新材料产品的研发、生产和销售,"朱学军,崔小丽",无锡市锡山区东港镇新材料产业园,无锡市锡山区东港镇新材料产业园(民祥路29号),化学原料和化学制品制造业
1305,603260.SH,合盛硅业,合盛硅业股份有限公司,浙江,嘉兴市,2017-10-30,2005-08-23,罗立国,"118,220.69",25309,"从事工业硅及有机硅等硅基新材料产品的研发、生产及销售,是我国硅行业中业务链最完整、生产规模最大的企业之一","罗燚,罗烨栋,罗立国",浙江省嘉兴市乍浦镇雅山西路530号,浙江省宁波市慈溪市北三环东路1988号恒元广场A座23-24F,化学原料和化学制品制造业
1306,603289.SH,泰瑞机器,泰瑞机器股份有限公司,浙江,杭州市,2017-10-31,2006-08-08,郑建国,"29,556.74",889,注塑设备、压铸设备及配件的研发、生产和销售,"郑建国,何英",杭州市杭州经济技术开发区下沙街道文泽北路245号,浙江省杭州钱塘区白杨街道银海街417号,专用设备制造业
1307,603685.SH,晨丰科技,浙江晨丰科技股份有限公司,浙江,嘉兴市,2017-11-27,2001-01-08,丁闵,"16,900.55",1448,"(1)照明产品结构组件的研发、生产和销售,(2)增量配电网运营及风力电站、光伏电站的开发运营业务。",丁闵,海宁市盐官镇天通路8号,浙江省海宁市盐官镇园区四路10号,电气机械和器材制造业
1308,603711.SH,香飘飘,香飘飘食品股份有限公司,浙江,湖州市,2017-11-30,2005-08-12,蒋建琪,"41,074.58",3930,奶茶产品的研发、生产和销售,"蒋建琪,陆家华",浙江省湖州经济技术开发区创业大道888号,浙江省杭州市拱墅区杭州新天地商务中心4幢西楼13楼,酒、饮料和精制茶制造业
1309,603848.SH,好太太,广东好太太科技集团股份有限公司,广东,广州市,2017-12-01,2005-01-05,沈汉标,"40,415.00",1311,智能家居的研发、生产、销售、服务,"沈汉标,王妙玉",广州市番禺区化龙镇石化路21号之一、之二,"广州市番禺区化龙镇石化路21号之一、之二,广州市番禺区化龙镇金阳二路12号、14号",金属制品业
1310,603917.SH,合力科技,宁波合力科技股份有限公司,浙江,宁波市,2017-12-04,2000-11-15,施定威,"20,384.00",802,主要从事汽车用铸造模具、压铸模具、热冲压模具、铝合金部品和汽车制动系统的研发、设计、制造和销售,"施良才,施元直,樊开曙,樊开源,施定威,蔡振贤,贺朝阳",浙江象山工业园区西谷路358号,浙江省象山工业园区西谷路358号,专用设备制造业
1311,603076.SH,乐惠国际,宁波乐惠国际工程装备股份有限公司,浙江,宁波市,2017-11-13,1998-09-15,黄粤宁,"12,070.13",1387,"液体食品装备的研发、生产和制造,主要有啤酒酿造和包装设备、饮料前处理和包装机械,以及乳品包装机械等。","赖云来,黄粤宁",浙江省宁波市象山县西周镇朝晖路1号,浙江省宁波市象山县西周镇朝晖路1号,专用设备制造业
1312,603605.SH,珀莱雅,珀莱雅化妆品股份有限公司,浙江,杭州市,2017-11-15,2006-05-24,侯军呈,"39,675.74",2971,化妆品的研发、生产和销售,"侯军呈,方爱琴",浙江省杭州市西湖区留下街道西溪路588号,浙江省杭州市西湖区西溪路588号珀莱雅大厦,化学原料和化学制品制造业
1313,600933.SH,爱柯迪,爱柯迪股份有限公司,浙江,宁波市,2017-11-17,2003-12-08,张建成,"96,359.43",8115,汽车铝合金精密压铸件的研发、生产及销售,张建成,宁波市江北区金山路588号,浙江省宁波市江北区金山路588号,汽车制造业
1314,603970.SH,中农立华,中农立华生物科技股份有限公司,北京,北京市,2017-11-16,2009-04-08,苏毅,"26,880.01",855,农化流通及植保技术服务业务和植保机械供应业务,中国供销集团有限公司,北京市西城区宣武门外大街甲1号九层912室,北京市西城区宣武门外大街甲1号九层912室,批发业
1315,601019.SH,山东出版,山东出版传媒股份有限公司,山东,济南市,2017-11-22,2011-12-28,张志华,"208,690.00",8985,出版、发行、印刷、印刷物资贸易,山东出版集团有限公司,山东省济南市英雄山路189号,山东省济南市英雄山路189号,新闻和出版业
1316,603365.SH,水星家纺,上海水星家用纺织品股份有限公司,上海,上海市,2017-11-20,2000-12-07,李裕陆,"26,273.35",3509,"长期专注于家纺产品的研发、设计、生产和销售,已构建起以套件、被芯和枕芯等床上用品为核心的全品类产品矩阵","李来斌,谢秋花,李裕陆,李裕高",上海市奉贤区沪杭公路1487号,上海市奉贤区沪杭公路1487号,纺织业
1317,603661.SH,恒林股份,恒林家居股份有限公司,浙江,湖州市,2017-11-21,1998-04-03,王江林,"13,906.70",10251,自有品牌运营业务与(办公/软体/板式)家具OEM/ODM业务两大板块,王江林,浙江省湖州市安吉县递铺街道夹溪路378、380号,浙江省湖州市安吉县递铺街道夹溪路378、380号,家具制造业
1318,603507.SH,振江股份,江苏振江新能源装备股份有限公司,江苏,无锡市,2017-11-06,2004-03-01,胡震,"14,203.09",2772,风电设备、光伏/光热设备零部件;紧固件的设计、加工与销售;海上风电安装及运维服务。,"胡震,卜春华",江苏省江阴市镇澄路2608号,江苏省江阴市镇澄路2608号,电气机械和器材制造业
1319,600903.SH,贵州燃气,贵州燃气集团股份有限公司,贵州,贵阳市,2017-11-07,2003-12-31,杨铖,"115,000.26",3954,"为贵州省天然气支线管道、城市燃气输配系统、液化天然气接收储备供应站、加气站等设施的建设、运营、服务管理,以及相应的工程设计、施工、维修。",贵州省人民政府国有资产监督管理委员会,贵州省贵阳市云岩区中华中路166-1号,贵州省贵阳市云岩区新添大道南段298号,燃气生产和供应业
1320,603809.SH,豪能股份,成都豪能科技股份有限公司,四川,成都市,2017-11-28,2006-09-25,张勇,"39,301.66",2744,汽车传动系统相关零部件产品的研发、生产和销售以及航空零部件的精密制造,"向朝东,向星星,向朝明",四川省成都经济技术开发区南二路288号,四川省成都经济技术开发区南二路288号,汽车制造业
1321,603083.SH,剑桥科技,上海剑桥科技股份有限公司,上海,上海市,2017-11-10,2006-03-14,Gerald G Wong,"26,810.49",1212,从事电信、数通和企业网络的终端设备(包括电信宽带、无线网络与小基站、交换机与工业物联网基础硬件)以及高速光模块产品的研发、生产和销售,Gerald G Wong,上海市闵行区陈行公路2388号8幢501室,上海市闵行区陈行公路2388号8幢5楼,计算机、通信和其他电子设备制造业
1322,603916.SH,苏博特,江苏苏博特新材料股份有限公司,江苏,南京市,2017-11-10,2004-12-15,毛良喜,"43,289.11",3026,混凝土外加剂的研发、生产和销售,"缪昌文,刘加平,张建雄",南京市江宁区淳化街道醴泉路118号,江苏省南京市江宁区淳化街道醴泉路118号,化学原料和化学制品制造业
1323,603278.SH,大业股份,山东大业股份有限公司,山东,潍坊市,2017-11-13,2003-11-24,窦勇,"34,175.94",4487,胎圈钢丝、钢帘线以及胶管钢丝的研发、生产和销售,"窦勇,窦宝森",诸城市朱诸路北辛兴经济工业园,山东省诸城市朱诸路北辛兴经济工业园,金属制品业
1324,603659.SH,璞泰来,上海璞泰来新能源科技股份有限公司,上海,上海市,2017-11-03,2012-11-06,梁丰,"213,797.34",11627,"涵盖负极材料及石墨化加工、隔膜及涂覆加工、PVDF及粘结剂、复合集流体、铝塑包装膜、纳米氧化铝及勃姆石,新能源电池(锂电、钠电、光伏等)前中后段、正负极电池材料、基膜及新型光伏领域的自动化工艺装备等业务",梁丰,中国(上海)自由贸易试验区芳春路400号1幢301-96室,上海市浦东新区叠桥路456弄116号,计算机、通信和其他电子设备制造业
1325,603856.SH,东宏股份,山东东宏管业股份有限公司,山东,济宁市,2017-11-06,2008-01-21,倪奉尧,"25,690.06",1405,各类高分子塑料管道、改性塑料复合管道、重防腐金属管道、节能型保温管道、连接管件、新材料应用,倪立营,山东省曲阜市东宏路1号,山东省曲阜市东宏路1号,橡胶和塑料制品业
1326,603912.SH,佳力图,南京佳力图机房环境技术股份有限公司,江苏,南京市,2017-11-01,2003-08-26,何根林,"54,177.58",650,"公司专注于数据机房等精密环境控制技术的研发,是一家为数据机房等精密环境控制领域提供节能、控温设备以及相关节能技术服务的高新技术企业。",何根林,南京市江宁经济技术开发区苏源大道88号,江苏省南京市江宁经济技术开发区苏源大道88号,通用设备制造业
1327,603937.SH,丽岛新材,江苏丽岛新材料股份有限公司,江苏,常州市,2017-11-02,2004-03-30,蔡征国,"20,888.00",596,铝材产品的研发、生产和销售,"蔡征国,蔡红",常州市龙城大道1959号,常州市龙城大道1959号,金属制品业
1328,601838.SH,成都银行,成都银行股份有限公司,四川,成都市,2018-01-31,1997-05-08,王晖,"381,393.42",7684,"公司金融业务,小微金融业务,个人金融业务,金融市场业务,资产管理业务,电子银行业务,国际业务",成都市国有资产监督管理委员会,四川省成都市西御街16号,四川省成都市西御街16号,货币金融服务
1329,603655.SH,朗博科技,常州朗博密封科技股份有限公司,江苏,常州市,2017-12-29,2005-02-05,王曙光,"10,600.00",470,"汽车用橡胶零部件的研发,生产和销售","戚建国,范小凤",江苏省常州市金坛区尧塘街道金博路1号,江苏省常州市金坛区尧塘街道金博路1号,橡胶和塑料制品业
1330,603329.SH,上海雅仕,上海雅仕投资发展股份有限公司,上海,上海市,2017-12-29,2003-05-22,刘忠义,"15,875.62",616,供应链物流及供应链执行贸易业务,湖北省人民政府国有资产监督管理委员会,中国(上海)自由贸易试验区浦东南路855号33H室,中国(上海)自由贸易试验区浦东南路855号36H室,商务服务业
1331,603080.SH,新疆火炬,新疆火炬燃气股份有限公司,新疆,喀什地区,2018-01-03,2003-04-23,陈志龙,"14,150.00",975,为城市燃气供应、加油加气站运营管理、城市热力供应、燃气设施设备安装服务,赵安林,新疆喀什地区喀什市世纪南路77号,新疆喀什地区喀什市时代大道北侧火炬大厦,燃气生产和供应业
1332,603283.SH,赛腾股份,苏州赛腾精密电子股份有限公司,江苏,苏州市,2017-12-25,2007-06-19,孙丰,"20,031.61",6069,自动化生产设备的研发、设计、生产、销售及技术服务,"孙丰,曾慧",苏州吴中经济开发区郭巷街道淞葭路585号,江苏省苏州市吴中经济开发区郭巷街道淞葭路585号,专用设备制造业
1333,603477.SH,巨星农牧,乐山巨星农牧股份有限公司,四川,乐山市,2017-12-18,2013-12-24,段利锋,"51,002.89",3899,养殖及饲料生产和销售;中高档天然皮革的研发、制造与销售,唐光跃,乐山市五通桥区竹根镇新华村,四川省成都市高新区名都路166号嘉煜金融科技中心1栋26层,畜牧业
1334,603161.SH,科华控股,科华控股股份有限公司,江苏,常州市,2018-01-05,2002-06-13,陈洪民,"13,672.07",3051,从事涡轮增压器关键零部件产品的研发、生产及销售,"陈洪民,陈小科",常州市溧阳市昆仑街道镇前街99号,江苏省常州市溧阳市昆仑街道镇前街99号,汽车制造业
1335,603890.SH,春秋电子,苏州春秋电子科技股份有限公司,江苏,苏州市,2017-12-12,2011-08-23,薛革文,"43,904.34",6289,消费电子产品结构件模组及相关精密模具的研发、设计、生产和销售,薛革文,昆山市张浦镇益德路988号,昆山市张浦镇益德路988号,计算机、通信和其他电子设备制造业
1336,600025.SH,华能水电,华能澜沧江水电股份有限公司,云南,昆明市,2017-12-15,2001-02-08,孙卫,"1,800,000.00",5042,水力和新能源发电项目的开发、建设、运营与管理,国务院国有资产监督管理委员会,云南省昆明市官渡区世纪城中路1号,云南省昆明市官渡区世纪城中路1号,电力、热力生产和供应业
1337,603056.SH,德邦股份,德邦物流股份有限公司,上海,上海市,2018-01-16,2009-08-06,黄华波,"102,695.53",76042,公路快运、快递及相关增值业务,"JD.com, Inc.",上海市青浦区徐泾镇徐祥路316号1幢,上海市青浦区徐泾镇徐祥路316号1幢,邮政业
1338,603506.SH,南都物业,南都物业服务集团股份有限公司,浙江,杭州市,2018-02-01,1994-04-13,韩芳,"18,777.78",9345,"提供综合物业服务,提供的服务具体分为物业服务与增值服务,其中物业服务包括包干制物业管理服务、酬金制物业管理服务、案场服务和顾问咨询服务;增值服务包括清洁、家政服务、绿化养护、入室维修等服务。",韩芳,杭州市西湖区紫荆花路2号联合大厦A幢1单元10楼,杭州市西湖区紫荆花路2号联合大厦A幢1单元10楼,房地产业
1339,601828.SH,美凯龙,红星美凯龙家居集团股份有限公司,上海,上海市,2018-01-17,2007-06-18,郑永达,"435,473.27",14461,"主要通过经营和管理自营商场、委管商场、特许经营商场和战略合作商场,为商户、消费者和合作方提供全面服务。同时还提供包括互联网零售、家装、设计等泛家居消费服务",厦门市人民政府国有资产监督管理委员会,上海市浦东新区临御路518号6楼F801室,上海市闵行区申长路1466弄2号/5号红星美凯龙总部,商务服务业
1340,600929.SH,雪天盐业,雪天盐业集团股份有限公司,湖南,长沙市,2018-03-26,2011-12-16,冯传良,"165,917.39",5680,盐及盐化工产品的生产、销售,湖南省人民政府国有资产监督管理委员会,长沙市雨花区时代阳光大道西388号,湖南省长沙市雨花区时代阳光大道西388号轻盐阳光城A座15楼,食品制造业
1341,603059.SH,倍加洁,倍加洁集团股份有限公司,江苏,扬州市,2018-03-02,1997-01-08,张文生,"10,044.87",2469,从事口腔清洁护理用品以及一次性卫生用品的研发、生产和销售,张文生,扬州市杭集工业园,江苏省扬州市广陵区杭集工业园,其他制造业
1342,603596.SH,伯特利,芜湖伯特利汽车安全系统股份有限公司,安徽,芜湖市,2018-04-27,2004-06-25,YUANYONGBIN(袁永,"43,325.15",4560,汽车制动系统相关产品的研发、生产和销售。,"袁永彬(YUAN,YONGBIN)",中国(安徽)自由贸易试验区芜湖片区泰山路19号,安徽省芜湖市经济技术开发区泰山路19号,汽车制造业
1343,603897.SH,长城科技,浙江长城电工科技股份有限公司,浙江,湖州市,2018-04-10,2007-08-16,顾正韡,"20,643.57",745,电磁线的研发、生产和销售,"顾林祥,沈宝珠",湖州练市长城大道东1号,浙江省湖州练市长城大道东1号,电气机械和器材制造业
1344,603301.SH,振德医疗,振德医疗用品股份有限公司,浙江,绍兴市,2018-04-12,1994-08-18,鲁建国,"26,645.12",6717,医用敷料的生产、研发与销售,"沈振芳,鲁建国",浙江省绍兴市越城区皋埠镇皋北工业区,浙江省绍兴市越城区皋埠街道香积路55号,医药制造业
1345,603214.SH,爱婴室,上海爱婴室商务服务股份有限公司,上海,上海市,2018-03-30,2005-08-22,施琼,"13,854.00",3315,提供优质的全品类母婴用品和相关服务,施琼,上海市浦东新区浦东大道2123号3E-1157室,上海市浦东新区杨高南路729号陆家嘴世纪金融广场1号楼5层,零售业
1346,603773.SH,沃格光电,江西沃格光电股份有限公司,江西,新余市,2018-04-17,2009-12-14,易伟华,"17,138.26",3834,FPD 光电玻璃精加工业务,易伟华,江西省新余高新技术产业开发区西城大道沃格工业园,江西省新余高新技术产业开发区西城大道沃格工业园,计算机、通信和其他电子设备制造业
1347,603876.SH,鼎胜新材,江苏鼎胜新能源材料股份有限公司,江苏,镇江市,2018-04-18,2003-08-12,王诚,"88,992.23",6921,铝板带箔的研发、生产与销售业务,"周贤海,王小丽",江苏镇江京口经济开发区,江苏镇江京口经济开发区,有色金属冶炼和压延加工业
1348,603733.SH,仙鹤股份,仙鹤股份有限公司,浙江,衢州市,2018-04-20,2001-12-19,王敏良,"70,597.56",5069,研发、生产和销售高性能纸基功能材料及其浆类原材料和化学原材料,"王明龙,王敏良,王敏岚,王敏文,王敏强",浙江省衢州市衢江经济开发区天湖南路69号,浙江省衢州市衢江经济开发区天湖南路69号,造纸和纸制品业
1349,603871.SH,嘉友国际,嘉友国际物流股份有限公司,北京,北京市,2018-02-06,2005-06-22,韩景华,"69,884.04",686,为客户提供跨境多式联运综合物流服务及供应链贸易服务,"韩景华,孟联",北京市西城区阜成门外大街31号6层608A,北京市石景山区城通街26号院2号楼23-24层,装卸搬运和运输代理业
1350,603709.SH,中源家居,中源家居股份有限公司,浙江,湖州市,2018-02-08,2001-11-16,曹勇,"9,600.00",1065,公司主要从事沙发的研发、设计、生产和销售,"曹勇,胡林福",安吉县递铺街道塘浦工业园区2-5幢,安吉县递铺街道塘浦工业园区2-5幢,家具制造业
1351,603156.SH,养元饮品,河北养元智汇饮品股份有限公司,河北,衡水市,2018-02-12,1997-09-24,姚奎章,"126,549.36",1823,以核桃仁为原料的植物蛋白饮料的研发、生产和销售,姚奎章,衡水经济开发区北区新区六路南、滏阳四路以西,衡水市经济开发区北区新区六路南、滏阳四路以西,酒、饮料和精制茶制造业
1352,600901.SH,江苏金租,江苏金融租赁股份有限公司,江苏,南京市,2018-03-01,1988-04-23,熊先根,"436,984.24",528,"融资租赁,秉承“专业化、差异化、国际化”发展理念,紧密围绕技术迭代和设备更新需求,为中小微客户提供特色化金融服务",江苏省国有资产监督管理委员会,南京市建邺区嘉陵江东街99号金融城1号楼8-9、11-19、25-33层,南京市建邺区嘉陵江东街99号金融城1号楼8-9、11-19、25-33层,货币金融服务
1353,603712.SH,七一二,天津七一二通信广播股份有限公司,天津,天津市,2018-02-26,2004-10-28,庞辉,"77,200.00",2357,军用无线通信、民用无线通信及环保监测,天津市人民政府国有资产监督管理委员会,天津开发区西区北大街141号,天津开发区西区北大街141号,计算机、通信和其他电子设备制造业
1354,603516.SH,淳中科技,北京淳中科技股份有限公司,北京,北京市,2018-02-02,2011-05-16,何仕达,"20,184.18",583,"是一家专业视音频显控技术方案提供商,致力于通过先进科技提供安全可靠的解决方案",何仕达,北京市海淀区林风二路39号院1号楼808室,北京市海淀区林风二路39号院1号楼5层,计算机、通信和其他电子设备制造业
1355,603895.SH,天永智能,上海天永智能装备股份有限公司,上海,上海市,2018-01-22,1996-07-12,荣俊林,"10,808.00",746,"高端智能制造业务,智能型自动化智能装备及信息系统集成和智能型自动化装备的研发、设计、生产、装配、销售和售后培训及服务等","荣俊林,荣青",上海市嘉定区外冈镇汇宝路555号3幢2层A区,上海市嘉定区外冈镇汇贤路500号,专用设备制造业
1356,603356.SH,华菱精工,宣城市华菱精工科技股份有限公司,安徽,宣城市,2018-01-24,2005-09-07,罗旭,"13,334.00",1335,电梯类、机械式停车设备类、风电类等配件产品的研发、生产和销售,"黄业华,黄超",安徽省宣城市郎溪县梅渚镇郎梅路,安徽省宣城市郎溪县梅渚镇郎梅路,通用设备制造业
1357,603348.SH,文灿股份,文灿集团股份有限公司,广东,佛山市,2018-04-26,1998-09-04,唐杰雄,"26,406.38",5963,汽车铝合金精密铸件产品的研发、生产和销售,"唐杰邦,唐杰雄",佛山市南海区里水镇和顺大道125号,佛山市南海区里水镇和顺大道125号,汽车制造业
1358,603666.SH,亿嘉和,亿嘉和科技股份有限公司,江苏,南京市,2018-06-12,1999-04-06,汪超,"20,649.08",616,"特种机器人产品的研发、生产、销售及相关服务,充分融合移动、感知、操作、人工智能、数据分析等机器人相关技术,面向电力、消防、轨道交通等行业领域,提供多样化的智能产品、智能服务和系统解决方案。",朱付云,南京市雨花台区创思路5号,南京市雨花台区创思路5号,通用设备制造业
1359,601138.SH,工业富联,富士康工业互联网股份有限公司,广东,深圳市,2018-06-08,2015-03-06,郑弘孟,"1,986,402.73",191521,云计算、通信移动网络设备及高端精密结构件、工业互联网,无,深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,深圳市龙华区龙华街道东环二路二号富士康科技园C1栋二层,计算机、通信和其他电子设备制造业
1360,601330.SH,绿色动力,绿色动力环保集团股份有限公司,广东,深圳市,2018-06-11,2000-03-29,乔德卫,"139,345.15",3466,垃圾焚烧发电业务,北京市国有资产经营有限责任公司,深圳市南山区科技南十二路九洲电器大厦二楼,"深圳市南山区科技南十二路九洲电器大厦二楼,香港苏杭街104号秀平商业大厦1楼",生态保护和环境治理业
1361,601990.SH,南京证券,南京证券股份有限公司,江苏,南京市,2018-06-13,1990-11-23,李剑锋,"368,636.10",2254,证券及期货经纪业务、证券投资业务、投资银行业务、资管及投资管理业务等,南京市国有资产投资管理控股(集团)有限责任公司,南京市江东中路389号,江苏省南京市江东中路389号,资本市场服务
1362,603486.SH,科沃斯,科沃斯机器人股份有限公司,江苏,苏州市,2018-05-28,1998-03-11,庄建华,"57,646.28",9697,各类家庭服务机器人、高端智能生活电器等智能家用设备及相关零部件的研发、设计、生产与销售,"钱东奇,David Cheng Qian",苏州市吴中区郭巷街道吴淞江产业园淞苇路518号,苏州市吴中区友翔路18号,计算机、通信和其他电子设备制造业
1363,603693.SH,江苏新能,江苏省新能源开发股份有限公司,江苏,南京市,2018-07-03,2002-10-17,朱又生,"89,147.59",593,"新能源项目的投资开发及建设运营,目前主要包括风能发电、太阳能发电和生物质能发电供热业务",江苏省人民政府,南京市长江路88号2213室,南京市长江路88号国信大厦9-10楼,电力、热力生产和供应业
1364,603650.SH,彤程新材,彤程新材料集团股份有限公司,上海,上海市,2018-06-27,2008-06-04,ZHANG NING,"59,983.24",1153,"新材料的研发、生产、销售和相关贸易业务,主要分为电子材料、汽车/轮胎用特种材料、全生物降解材料三大业务板块",Zhang Ning,中国(上海)自由贸易试验区银城中路501号上海中心25层2501室,中国(上海)自由贸易试验区银城中路501号上海中心25层2501室,化学原料和化学制品制造业
1365,601066.SH,中信建投,中信建投证券股份有限公司,北京,北京市,2018-06-20,2005-11-02,王常青,"775,669.48",13901,投资银行业务、财富管理业务、交易及机构客户服务业务以及资产管理业务。,无,北京市朝阳区安立路66号4号楼,"北京市朝阳区光华路10号,香港中环交易广场二期18楼",资本市场服务
1366,603045.SH,福达合金,福达合金材料股份有限公司,浙江,温州市,2018-05-17,1999-04-05,王达武,"13,544.52",1298,电接触材料的研发、生产和销售,王达武,浙江省温州经济技术开发区滨海四道518号,浙江省温州经济技术开发区滨海五道308号,电气机械和器材制造业
1367,603259.SH,药明康德,无锡药明康德新药开发股份有限公司,江苏,无锡市,2018-05-08,2000-12-01,李革,"293,333.70",41116,分为化学业务(WuXiChemistry)、测试业务(WuXiTesting)、生物学业务(WuXiBiology)、高端治疗CTDMO业务(WuXiATU)及国内新药研发服务部(WuXiDDSU)五大板块,"Ge Li(李革),张朝晖,刘晓钟",江苏省无锡市滨湖区马山五号桥,中国上海浦东新区外高桥保税区富特中路288号,研究和试验发展
